name|nickname
sharon|sharrie
sharon|sharry
sharon|shary
sharon|sheri
sharon|sherri
sharon|sherrie
sharon|sherry
sharon|shyri
shawna|shawn
shawna|shawne
shelby|shel
sheldon|shel
sheldon|shell
shelley|shell
shelley|shelle
shelly|shell
shelly|shelle
shelton|shelly
shelton|tony
sherman|sherm
sherman|shermie
sherman|shermy
sherwin|win
shirley|sher
shirley|sherl
shirley|sherry
shirley|shirl
shirley|shurl
shoemaker|schoemaker
shoenberger|schoenberger
shona|shone
shonberg|schonberg
showalter|schowalter
shrader|schrader
shroeder|schroeder
shulman|schulman
shulte|schulte
shultz|schultz
shumacker|schumacker
shumaker|schumaker
shutt|schutt
sigmund|sig
sigmund|siggy
sigmund|sy
sigmund|ziggy
simone|simmi
simone|simmie
simon|si
simon|sim
simon|simm
simon|simmie
simon|simmy
sly|slye
smith|smitty
solomon|sal
solomon|sol
solomon|sollie
sophia|sophie
sophia|sophy
spencer|spence
srader|shrader
stanley|stan
stefan|steavie
stefan|steef
stefan|steffel
stefan|steive
stefan|steny
stefan|stepa
stefan|stepek
stefan|steph
stefan|stephe
stefan|stepik
stefan|stepka
stefan|stepousek
stefan|stev
stefan|steve
stefan|stever
stefan|steves
stefan|stevey
stefan|stevie
stefan|stevo
stephanie|steffey
stephanie|steffi
stephanie|stephie
stephanie|stevie
stephan|steavie
stephan|steef
stephan|steffel
stephan|steive
stephan|stenya
stephan|stepa
stephan|stepek
stephan|steph
stephan|stephe
stephan|stepik
stephan|stepka
stephan|stepousek
stephan|stev
stephan|steve
stephan|stever
stephan|steves
stephan|stevey
stephan|stevie
stephan|stevo
stephen|steavie
stephen|steef
stephen|steffel
stephen|steive
stephen|stenya
stephen|stepa
stephen|stepek
stephen|steph
stephen|stephe
stephen|stepik
stephen|stepka
stephen|stepousek
stephen|stev
stephen|steve
stephen|stever
stephen|steves
stephen|stevey
stephen|stevie
stephen|stevo
steven|steef
steven|steive
steven|stenya
steven|stepa
steven|stepek
steven|steph
steven|stephe
steven|stephen
steven|stepik
steven|stepka
steven|stepousek
steven|stev
steven|steve
steven|stever
steven|steves
steven|stevey
steven|stevie
steven|stevo
stewart|stew
stewart|stu
sullivan|sully
sullivan|van
susana|anna
susana|sanna
susana|shoshi
susana|shoshy
susana|sue
susana|sus
susana|susa
susana|suse
susana|susi
susana|susie
susana|sussi
susana|sussie
susana|sussy
susana|susy
susannah|anna
susannah|sanna
susannah|shoshi
susannah|shoshy
susannah|sue
susannah|sus
susannah|susa
susannah|suse
susannah|susi
susannah|susie
susannah|sussi
susannah|sussie
susannah|sussy
susannah|susy
susanna|anna
susanna|sanna
susanna|shoshi
susanna|shoshy
susanna|sue
susanna|sus
susanna|susa
susanna|suse
susanna|susi
susanna|susie
susanna|sussi
susanna|sussie
susanna|sussy
susanna|susy
susan|sue
susan|sus
susan|susa
susan|suse
susan|susette
susan|susi
susan|susie
susan|suskie
susan|sussi
susan|sussie
susan|sussy
susan|susy
susan|suz
susan|suzanne
susan|suze
susan|suzee
susan|suzette
susan|suzi
susan|suzie
susan|suzy
susan|suzzee
suzanna|anna
suzanna|sanna
suzanna|sue
suzanna|suz
suzanna|suze
suzanna|suzee
suzanna|suzi
suzanna|suzie
suzanna|suzy
suzanna|suzzee
suzette|sue
suzette|sussi
suzette|sussie
suzette|sussy
suzette|suz
suzette|suze
suzette|suzee
suzette|suzi
suzette|suzie
suzette|suzy
suzette|suzzee
sybil|sib
sybil|sibbie
sybil|sibby
sydney|sy
sydney|syd
sylvester|sly
sylvester|syl
sylvia|syl
tabitha|tabby
tamara|tamma
tania|tanya
tanner|ran
tanner|tannie
tanner|tanny
tanya|tany
tatiana|tata
tatiana|tati
tatiana|tatia
tatiana|tatie
taut|thaut
teall|theall
teel|theel
teim|theim
teo|theo
terence|terry
teresa|teri
teresa|teris
teresa|terri
teresa|terry
teresa|tess
teresa|tessa
teresa|tessie
teresa|tete
teresa|theresa
teresia|theresia
teressa|theressa
terrence|terri
terres|therres
thaddeus|tad
thaddeus|thad
theodora|teddy
theodora|thea
theodora|theo
theodora|tillie
theodora|tilly
theodore|ted
theodore|teddie
theodore|teddy
theodore|theo
theresa|teri
theresa|terisa
theresa|terri
theresa|terrie
theresa|terry
theresa|tery
theresa|tess
theresa|tessa
theresa|tessie
theresa|therese
theresia|theresia
thomason|thomas
thomas|koma
thomas|komaki
thomas|thom
thomas|thomi
thomas|thommie
thomas|thommy
thomas|thos
thomas|tom
thomas|tome
thomas|tomi
thomas|tomie
thomas|tomm
thomas|tomme
thomas|tommey
thomas|tommi
thomas|tommie
thomas|tommy
thomas|tommye
thomas|tomy
thom|tom
thom|tommy
tielman|thielman
tiel|thiel
tiesen|theisen
tiessen|thiessen
tiffany|tiff
tiffany|tiffy
timothy|teyo
timothy|tim
timothy|timi
timothy|timm
timothy|timmey
timothy|timmi
timothy|timmie
timothy|timmy
timothy|timo
timothy|timot
timothy|timoth
timothy|timy
timothy|tomek
timothy|tymek
timothy|tymon
tisha|tish
tobias|tobie
tobias|toby
toinette|toni
tomasina|tommie
tomas|tom
tomas|tomasito
tomas|tomi
tomas|tommi
tomas|tommie
tomas|tommy
toma|thoma
tome|thome
tomie|tom
tomisin|thomison
tomi|tom
tomlison|thomlison
tommaso|tom
tommie|tom
tommi|tom
tommy|tom
tommy|tommye
tomothy|tom
tompkins|thompkins
tompson|thompson
tomsen|thomsen
tomson|thomson
toms|thoms
tomye|tom
tonia|tonya
torrence|toren
torrence|torin
torrence|torn
torrence|torr
torrence|torry
torrence|tory
toy|toye
tracy|trace
trenton|trent
trevor|trev
trisha|trish
trish|trisch
tristan|tris
tristen|trista
trixie|tris
trixie|trix
tully|tull
tuotte|thuotte
tyler|ty
tyne|thyne
tyrone|ty
tyson|ty
tyson|tyce
ty|tye
uriel|urie
valentine|val
valerie|lera
valerie|val
valerie|vale
valerie|valli
valerie|vallie
valeri|val
vance|vancie
vanessa|van
vanessa|vanna
vanessa|vanni
vanessa|vannie
vanessa|vanny
vasilis|vas
vernon|vern
vernon|verne
vernon|vernie
veronica|ron
veronica|ronnie
veronica|ronny
veronica|vera
veronica|veron
veronica|verone
veronica|vonni
veronica|vonnie
veronica|vonny
veronica|vron
victoria|tori
victoria|toria
victoria|torie
victoria|torri
victoria|torrie
victoria|tory
victoria|vickey
victoria|vicki
victoria|vickie
victoria|vicky
victor|vic
victor|vick
vincent|binky
vincent|vic
vincent|vin
vincent|vince
vincent|vinnie
vincenzon|vic
vincenzo|vin
vincenzo|vinnie
vinson|vince
viola|vi
violet|vi
virgil|vergie
virgil|virgie
virginia|gina
virginia|ginia
virginia|ginnie
virginia|ginny
virginia|jinny
virginia|virgie
vivian|viv
vivian|vivee
vivian|vivi
vladimir|dima
vladimir|vlad
wade|wadie
waganer|wagganer
wagener|waggener
wagoner|waggoner
waldo|wald
waldo|waldy
walker|wallie
walker|wally
wallace|walley
wallace|wallie
wallace|wally
walter|wallie
walter|wally
walter|walt
walter|wat
warner|warnie
warren|ware
warton|wharton
washer|wascher
waylon|way
way|waye
wendell|wendy
wesley|wes
wesley|wess
wilbur|will
wilbur|willie
wilfred|will
wilfred|willie
wilfred|willy
wilhelmina|minne
wilhelmina|minnie
wilhelmina|wilma
wilhelmina|winnie
willard|willie
william|bell
william|belly
william|bil
william|bilaal
william|bilah
william|bilal
william|bilam
william|bilbo
william|bilel
william|bili
william|bilie
william|bilin
william|bill
william|billaal
william|billal
william|bille
william|billee
william|billette
william|billey
william|billi
william|billie
william|billy
william|billye
william|bily
william|bilye
william|wil
william|wiley
william|wili
william|wilie
william|will
william|wille
william|willee
william|willi
william|willie
william|willlie
william|wills
william|willy
william|willye
william|wils
william|wm
willie|wil
willie|will
willie|wills
willie|wils
willi|wil
willi|will
willi|wills
willi|wils
willy|wil
willy|will
willy|wills
willy|wils
will|wil
will|wills
will|wils
wilmer|wilm
wilson|will
wilson|willie
winifred|win
winifred|winnie
winnifred|fred
winnifred|freddie
winnifred|freddy
winnifred|winnie
winnifred|winny
winona|winnie
winston|win
woodrow|wood
woodrow|woodie
woodrow|woody
wry|wrye
wyatt|wye
xander|xand
xander|xande
yancy|yan
yancy|yance
yardley|lee
yolanda|yola
zachariah|zach
zachary|zach
zachary|zack
