occupation
able seaman
mottler-machine feeder
mounter i
mounter ii
mounter, automatic
mounter, clock and watch hands
mounter, hand
mounter, smoking pipe
mouthpiece maker
mucking-machine operator
mud boss
mud-mill tender
mud-mixer helper
mud-mixer operator
mud-plant operator
muffler installer
multi-operation-forming-machine operator i
multi-operation-forming-machine operator ii
multi-operation-forming-machine setter
multi-operation-machine operator
multi-purpose machine operator
multifocal-lens assembler
multineedle-chainstitch-machine operator
multiple-drum sander
multiple-drum-sander helper
munitions handler
museum attendant
museum technician
music copyist
music engraver
music grapher
music librarian
music librarian, international broadcast
music supervisor
music therapist
musical-string maker
musician, instrumental
mva-reactor operator
mva-reactor operator, head
mycologist
nail-assembly-machine operator
nail-making-machine setter
nail-making-machine tender
nail-polish-brush-machine feeder, automatic
nailer
nailer, hand
nailing-machine operator
nailing-machine operator, automatic
name-plate stamper
naphtha-washing-system operator
naphthalene operator
naphthalene-operator helper
napper tender
narrator
narrow-fabric calenderer
natural-gas-treating-unit operator
neck skewer
necker
necktie operator, pockets and pieces
necktie-centralizing-machine operator i
necktie-centralizing-machine operator ii
needle grinder
needle leader
needle polisher
needle straightener
needle-bar molder
needle-board repairer
needle-control cheniller
needle-felt-making-machine operator
needle-loom operator
needle-loom setter
needle-loom tender
needle-punch-machine operator
needle-punch-machine-operator helper
needlemaker
nematologist
neon-sign servicer
neon-tube pumper
nesting operator, numerical control
net maker
net repairer
net washer
netting inspector
network control operator
neurologist
neutralizer
new-car get-ready mechanic
new-car inspector
news assistant
news librarian
newscaster
newspaper carrier
newspaper-delivery driver
newswriter
nib finisher
nib inspector
nibbler operator
nickel-plant operator
nicker
nicking-machine operator
night auditor
night-patrol inspector
nitrating-acid mixer
nitrator operator
nitrocellulose operator
nitroglycerin distributor
nitroglycerin neutralizer
nitroglycerin supervisor
nitroglycerin-separator operator
nodulizer
nondestructive tester
noodle maker
noodle-catalyst maker
noodle-press operator
notch grinder
notereader
novelty maker i
novelty maker ii
novelty worker
nozzle tender
nozzle-and-sleeve worker
nuclear engineer
nuclear medicine technologist
nuclear-criticality safety engineer
nuclear-fuels reclamation engineer
nuclear-fuels research engineer
nuclear-plant technical advisor
nuclear-test-reactor program coordinator
numberer and wirer
numerical control machine operator
numerical control machine set-up operator
numerical-control drill operator, printed circuit boards
numerical-control router operator
nurse anesthetist
nurse assistant
nurse practitioner
nurse, consultant
nurse, general duty
nurse, head
nurse, infection control
nurse, instructor
nurse, licensed practical
nurse, office
nurse, practical
nurse, private duty
nurse, school
nurse, staff, community health
nurse, staff, occupational health nursing
nurse, supervisor
nurse, supervisor, community-health nursing
nurse, supervisor, evening-or-night
nurse, supervisor, occupational health nursing
nurse-midwife
nursery school attendant
nut chopper
nut former
nut grinder
nut roaster
nut sorter
nut steamer
nut-and-bolt assembler
nut-process helper
nut-sorter operator
nylon-hot-wire cutter
observer helper, gravity prospecting
observer helper, seismic prospecting
observer, electrical prospecting
observer, gravity prospecting
observer, seismic prospecting
obstetrician
occupational analyst
occupational therapist
occupational therapy aide
occupational therapy assistant
occupational-safety-and-health inspector
oceanographer, assistant
odd bundle worker
odd-piece checker
odd-shoe examiner
offal icer, poultry
offal separator
offbearer, pipe smoking machine
offbearer, sewer pipe
office copy selector
office helper
office supervisor, animal hospital
office-machine servicer
office-machine-service supervisor
office-machine-servicer apprentice
offset-duplicating-machine operator
offset-press operator i
offset-press operator ii
offset-press-operator apprentice
oil boiler
oil dipper
oil pumper
oil-burner-servicer-and-installer
oil-burner-servicer-and-installer helper
oil-field equipment mechanic
oil-field equipment mechanic supervisor
oil-pipe inspector
oil-pipe-inspector helper
oil-recovery-unit operator
oil-seal assembler
oil-spot washer
oil-well-service operator
oil-well-service-operator helper
oil-well-services supervisor
oiler
oiling-machine operator
oilseed-meat presser
olive brine tester
oliving-machine operator
opaquer
open-developer operator
opener
opener i
opener ii
opener tender
opener-verifier-packer, customs
operating engineer
operating-engineer apprentice
operating-table assembler
operational test mechanic
operations and intelligence assistant
operations supervisor, nuclear power plant
operations-research analyst
operator, automated process
operator, catalyst concentration
operator, cavity pump
operator, prefinish
ophthalmic photographer
ophthalmic technician
ophthalmologist
optical engineer
optical-effects layout person
optical-effects-camera operator
optical-element coater
optical-glass etcher
optical-glass silverer
optical-instrument assembler
optician
optician apprentice
optician apprentice, dispensing
optician, dispensing
optomechanical technician
optometric assistant
optometrist
oral and maxillofacial surgeon
oral pathologist
orchestrator
order caller
order clerk
order clerk, food and beverage
order detailer
order dispatcher, chief
order filler
order filler, linseed oil
order runner
order-control clerk, blood bank
ordering-machine operator
orderly
ordinary seaman
ordnance artificer
ordnance engineer
ordnance truck installation mechanic
ordnance-artificer helper
organ-pipe maker, metal
organ-pipe voicer
oriental-rug repairer
oriental-rug stretcher
orientation and mobility therapist for the blind
ornament maker, hand
ornament setter
ornamental-iron worker
ornamental-iron-worker apprentice
ornamental-machine operator
ornamental-metal worker
ornamental-metal-worker apprentice
ornamental-metal-worker helper
ornamental-metalwork designer
orthodontic band maker
orthodontic technician
orthodontist
orthopedic assistant
orthopedic-boot-and-shoe designer and maker
orthoptist
orthotics assistant
orthotics technician
orthotist
osteopathic physician
otolaryngologist
outboard-motor inspector
outboard-motor mechanic
outboard-motor tester
outfitter, cabin
outpatient-admitting clerk
outside cutter, hand
outside property agent
outside-plant engineer
outsole cutter, automatic
outsole flexer
outsole scheduler
oven dauber
oven operator
oven operator, automatic
oven tender
oven-equipment repairer
oven-heater helper
oven-press tender i
oven-press tender ii
overcoiler
overedge sewer
overhauler
overhauler helper
overhead cleaner maintainer
overhead crane operator
overlay plastician
overlock sewing machine operator
overlock-machine operator, complete garment
oxidized-finish plater
oxidizer
oxygen-furnace operator
oxygen-plant operator
oyster floater
pack-room operator
package crimper
package designer
package sealer, machine
package-dyeing-machine operator
packager, hand
packager, head
packager, machine
packaging engineer
packaging supervisor
packaging technician
packer
packer operator, automatic
packer, agricultural produce
packer, denture
packer, insulation
packer-fuser
packing-floor worker
packing-house supervisor
packing-line worker
packing-machine can feeder
packing-machine-pilot can router
pad cutter
pad hand
pad maker
pad-extractor tender
pad-machine feeder
pad-machine offbearer
padded-products finisher
padder, cushion
padding gluer
padding-machine operator
paddock judge
page
pager
pail bailer
paint mixer, hand
paint mixer, machine
paint pourer
paint sprayer, sandblaster
paint stripper
paint trimmer, pipe bowls
paint-brush maker
paint-line operator
paint-roller assembler
paint-roller covermaker
paint-roller winder
paint-roller-cover-machine setter
paint-spray inspector
paint-spray tender
paint-sprayer operator, automatic
painter
painter and grader, cork
painter apprentice, shipyard
painter apprentice, transportation equipment
painter helper, automotive
painter helper, shipyard
painter helper, sign
painter helper, spray
painter, airbrush
painter, animated cartoons
painter, bottom
painter, brush
painter, clock and watch hands
painter, depilatory
painter, electrostatic
painter, embossed or impressed lettering
painter, hand
painter, mirror
painter, panel edge
painter, plate
painter, rug touch-up
painter, shipyard
painter, sign
painter, ski edge
painter, spray i
painter, spray ii
painter, stage settings
painter, touch-up
painter, transportation equipment
painter, tumbling barrel
painting-machine operator
paintings restorer
pairer
pairing-machine operator
paleontological helper
paleontologist
pallbearer
pallet assembler
pallet rectifier
pallet-stone inserter
pallet-stone positioner
palletizer
palletizer operator i
pan greaser, machine
pan helper
panel coverer, metal furniture
panel cutter
panel edge sealer
panel installer
panel laminator
panel maker
panel-lay-up worker
panel-machine operator
panel-machine setter
panelboard operator
pantograph setter
pantograph-machine set-up operator
pantographer
pantry goods maker
pantry worker
pants outseamer, chainstitch
paper coater
paper cutter
paper inserter
paper sorter and counter
paper stripper
paper-bag-press operator
paper-coating-machine operator
paper-cone grader
paper-cone-drying-machine operator
paper-cone-machine tender
paper-control clerk
paper-core-machine operator
paper-cup-machine operator
paper-novelty maker
paper-pattern folder
paper-pattern inspector
paper-processing-machine helper
paper-reel operator
paperback-machine operator
paperhanger
papier mache molder
parachute folder
parachute inspector
parachute marker
parachute mender
parachute rigger
parachute-line tier
paradichlorobenzene tender
paraffin-machine operator
paraffin-plant operator
paraffin-plant-sweater operator
paralegal
paramedic
parasitologist
parcel post clerk
parimutuel-ticket cashier
parimutuel-ticket checker
parimutuel-ticket seller
park aide
park naturalist
parking enforcement officer
parking lot signaler
parking-lot attendant
parking-meter servicer
parlor chaperone
part maker
partition assembler
partition-assembly-machine operator
partition-making-machine operator
parts cataloger
parts clerk
parts lister
parts remover
parts salvager
parts-order-and-stock clerk
passementerie worker
passenger attendant
passenger representative
passenger service representative
passenger service representative i
passenger service representative ii
paste mixer
paste-up artist
paste-up artist apprentice
paster
paster supervisor
paster, hand or machine
paster, hat lining
paster, screen printing
pasteurizer
pasting inspector
pasting-machine offbearer
pasting-machine operator
pastoral assistant
pastry chef
patch driller
patch finisher
patch sander
patch washer
patch worker
patch-machine operator
patcher
patcher helper
patcher, bowling ball
patching-machine operator
patent agent
pathologist
patrol conductor
patrol judge
patroller
pattern assembler
pattern chart-writer
pattern duplicator
pattern gater
pattern grader-cutter
pattern hand
pattern marker i
pattern marker ii
pattern ruler
pattern wheel maker
pattern-chain maker supervisor
pattern-grader supervisor
pattern-lease inspector
pattern-shop supervisor
patternmaker
patternmaker apprentice, metal
patternmaker apprentice, wood
patternmaker, acoustical tile
patternmaker, all-around
patternmaker, envelope
patternmaker, metal
patternmaker, metal, bench
patternmaker, plaster
patternmaker, plastics
patternmaker, sample
patternmaker, wood
pay-station attendant
paymaster of purses
payroll clerk
peanut blancher
peanut-butter maker
pearl restorer
pearl-glue operator
pearler
peddler
pediatric dentist
pediatrician
pedigree tracer
peeled-potato inspector
pegger
pegger, dobby looms
pellet-mill operator
pellet-press operator
pelota maker
pelter
pen-and-pencil repairer
pencil inspector
percolator operator
percussion-instrument repairer
perforating-machine operator
perforator
perforator operator, oil well
perforator typist
perfumer
perfusionist
periodontist
perishable-freight inspector
perishable-fruit inspector
permanent-mold supervisor
personal attendant
personal shopper
personnel clerk
personnel quality assurance auditor
personnel recruiter
personnel scheduler
pesticide-control inspector
petroleum engineer
petroleum inspector
petroleum-inspector supervisor
petrologist
pewter caster
pewter finisher
pewterer
pharmaceutical detailer
pharmaceutical operator
pharmaceutical-compounding supervisor
pharmacist
pharmacist assistant
pharmacologist
pharmacy technician
pheresis specialist
philologist
phlebotomist
phonograph-cartridge assembler
phonograph-needle-tip maker
phosphoric-acid operator
photo checker and assembler
photo mask cleaner
photo mask inspector
photo mask maker, electron-beam
photo mask pattern generator
photo mask processor
photo mask technician, electron-beam
photo technician
photo-optics technician
photocomposing-machine operator
photocomposing-perforator-machine operator
photocomposition-keyboard operator
photocopying-machine operator
photoengraver
photoengraver apprentice
photoengraving finisher
photoengraving printer
photoengraving proofer
photoengraving-proofer apprentice
photofinishing laboratory worker
photogrammetric engineer
photogrammetrist
photograph finisher
photograph retoucher
photographer
photographer apprentice, lithographic
photographer helper
photographer, aerial
photographer, apprentice
photographer, finish
photographer, lithographic
photographer, photoengraving
photographer, scientific
photographer, still
photographic aligner, semiconductor wafers
photographic engineer
photographic equipment technician
photographic processor, semiconductor wafers
photographic-equipment-maintenance technician
photographic-machine operator
photographic-plate maker
photojournalist
photolettering-machine operator
photoresist laminator, printed circuit board
photostat operator
photostat-operator helper
phototypesetter operator
physiatrist
physical therapist
physical therapist assistant
physical therapy aide
physical-integration practitioner
physician assistant
physician, occupational
physicist
physicist, theoretical
physiologist
piano case and bench assembler
piano regulator-inspector
piano stringer
piano technician
piano tuner
pick remover
pick-pulling-machine operator
pick-up operator
picked-edge sewing-machine operator
picker
picker tender
picker-machine operator
picking-machine operator
picking-table worker
pickle pumper
pickler
pickler helper, continuous pickling line
pickler, continuous pickling line
pickling solution maker
picture framer
pie maker
pie maker, machine
piercing-machine operator
piercing-mill operator
pig-machine operator
pig-machine-operator helper
pigment furnace tender
pigment processor
pigment pumper
pile-driver operator
pilling-machine operator
pillow cleaner
pillowcase turner
pilot, highway patrol
pilot, submersible
pilot-control operator
pilot-control-operator helper
pin inserter, regulator
pin maker
pin-game-machine inspector
pin-or-clip fastener
pinion polisher
pinking-machine operator
pinner
pinner, printed circuit boards
pinsetter adjuster, automatic
pinsetter mechanic, automatic
pinsetter-mechanic helper
pipe buffer
pipe changer
pipe coverer and insulator
pipe cutter
pipe finisher
pipe fitter
pipe fitter, diesel engine i
pipe fitter, diesel engine ii
pipe installer
pipe racker
pipe stem aligner
pipe stem repairer
pipe stripper
pipe tester
pipe-and-tank fabricator
pipe-cleaning-and-priming-machine operator
pipe-fitter apprentice
pipe-fitter helper
pipe-fitter supervisor
pipe-organ builder
pipe-organ installer
pipe-organ tuner and repairer
pipe-smoker-machine operator
pipe-wrapping-machine operator
piped-pocket-machine operator
pipeline construction inspector
pipeliner
piston maker
pit steward
pit supervisor
pitch filler
pitch worker
placer
plan checker
planer operator
planer set-up operator, tool
planer, stone
planer-type-milling-machine set-up operator
planetarium technician
planimeter operator
planing-machine operator
planisher
planishing-press operator
planning engineer, central office facilities
plant breeder
plant engineer
plant operator
plant operator, channel process
plant operator, furnace process
plant pathologist
plant propagator
plant supervisor
plant-care worker
plasma etcher, printed circuit boards
plaster maker
plaster mixer, machine
plaster molder i
plaster molder ii
plaster-die maker
plaster-machine tender
plaster-pattern caster
plasterer
plasterer apprentice
plasterer, molding
plastic duplicator
plastic molder
plastic roller
plastic tool maker
plastic-card grader, cardroom
plastic-design applier
plastic-fixture builder
plastic-joint maker
plastic-top assembler
plastics fabricator
plastics repairer
plastics worker
plastics-seasoner operator
plastics-spreading-machine operator
plate assembler, small battery
plate conditioner
plate finisher
plate former
plate gauger
plate grainer
plate inspector
plate molder
plate setter, flexographic press
plate slitter-and-inspector
plate stacker, hand
plate stacker, machine
plate worker
plate-grainer apprentice
plate-take-out worker
platemaker, semiconductor packages
platen builder-up
platen grinder
platen-press feeder
platen-press operator
platen-press-operator apprentice
plater
plater apprentice
plater, barrel
plater, hot dip
plater, printed circuit board panels
plater, semiconductor wafers and components
platform attendant
plating equipment tender
plating-machine operator
player-piano technician
playground-equipment erector
playroom attendant
playwright
pleat patternmaker
pleat taper
pleater
pleater, hand
pleating-machine operator
plodder operator
plow-and-boring-machine tender
plug cutter
plug shaper, hand
plug shaper, machine
plug sorter
plug wirer
plug-cutting-machine operator
plug-overwrap-machine tender
plugger
plugging-machine operator
plumber
plumber apprentice
plumber supervisor
plumbing assembler-installer
plumbing-hardware assembler
plush weaver
plywood-scarfer tender
pneumatic jacketer
pneumatic-hoist operator
pneumatic-jack operator
pneumatic-tool operator
pneumatic-tool repairer
pneumatic-tube repairer
poacher operator
pocket cutter
pocket setter, lockstitch
pocket-machine operator
pocketed-spring assembler
podiatric assistant
podiatrist
poet
pointing-machine operator
pole framer
pole inspector
pole-peeling-machine operator
pole-peeling-machine-operator helper
poleyard supervisor
police academy program coordinator
police aide
police artist
police captain, precinct
police chief
police clerk
police inspector i
police inspector ii
police lieutenant, community relations
police lieutenant, patrol
police officer i
police officer ii
police officer iii
police officer, booking
police officer, crime prevention
police officer, identification and records
police officer, safety instruction
police sergeant, precinct i
police surgeon
police-academy instructor
policy-change clerk
policy-value calculator
policyholder-information clerk
polisher
polisher and buffer ii
polisher apprentice
polisher, balance screwhead
polisher, dial
polisher, eyeglass frames
polisher, implant
polisher, sand
polishing machine tender
polishing-machine operator
polishing-machine-operator helper
polishing-pad mounter
polishing-wheel setter
political scientist
pollution-control engineer
pollution-control technician
poly-packer and heat-sealer
polymerization helper
polymerization-kettle operator
polymerization-oven operator
polysilicon preparation worker
polysomnographic technician
polystyrene-bead molder
polystyrene-molding-machine tender
pompom maker
pond tender
pond worker
pony edger
popcorn-candy maker
porcelain-enamel laborer
porcelain-enamel repairer
porcelain-enameling supervisor
port engineer
port purser
portable sawyer
porter
porter, baggage
porter, marina
porter, sample case
porter, used-car lot
post-office clerk
pot builder
pot firer
pot liner
pot tender
pot-lining supervisor
pot-room supervisor
potato-chip frier
potato-chip sorter
potato-chip-processing supervisor
potato-pancake frier
potato-peeling-machine operator
potline monitor
pottery-machine operator
poultice-machine operator
poultry boner
poultry breeder
poultry debeaker
poultry dresser
poultry eviscerator
poultry farmer
poultry hanger
poultry inseminator
poultry killer
poultry scientist
poultry tender
poultry vaccinator
poultry-dressing worker
poultry-picking machine tender
pouncing-lathe operator
pounder
poured-concrete-wall technician
pourer
pourer, metal
powder blender and pourer
powder loader
powder worker, tnt
powder-and-primer-canning leader
powder-cutting operator
powder-line repairer
powder-mill operator
powder-truck driver
powderer
power operator
power-barker operator
power-chisel operator
power-distribution engineer
power-driven-brush maker
power-plant operator
power-press tender
power-reactor operator
power-saw mechanic
power-screwdriver operator
power-shovel operator
power-transformer repairer
power-transmission engineer
powered bridge specialist
powerhouse helper
powerhouse mechanic
powerhouse-mechanic apprentice
powerhouse-mechanic helper
powerhouse-mechanic supervisor
preassembler and inspector
preassembler, printed circuit board
precast molder
precipitate washer
precipitator i
precipitator ii
precipitator supervisor
precise winder
precision assembler
precision assembler, bench
precision-lens centerer and edger
precision-lens generator
precision-lens grinder
precision-lens polisher
precision-lens-grinder apprentice
predatory-animal hunter
prefitter, doors
preform plate maker
preform-machine operator
preparation supervisor
preparation-room worker
preparer
preparer, making department
preparer, samples and repairs
prepleater
prescription clerk, lens-and-frames
preservation inspector, marine equipment
preservative filler, machine
president, educational institution
press breaker
press bucker
press feeder
press feeder, broomcorn
press hand
press helper
press machine feeder
press offbearer
press operator
press operator i
press operator ii
press operator, carbon blocks
press operator, hardboard
press operator, heavy duty
press operator, meat
press operator, pierce and shave
press puller
press setter
press supervisor
press tender
press tender, pyrotechnics
press-box custodian
press-hand supervisor
press-machine operator
press-pipe inspector
presser
presser, all-around
presser, automatic
presser, buffing wheel
presser, form
presser, hand
presser, handkerchief
presser, machine
pressroom worker, fat
pressure controller
pressure sealer-and-tester
pressure supervisor
pressure-tank operator
pressure-test operator
pretzel cooker
pretzel twister
pretzel-twisting-machine operator
pricer, message and delivery service
primer assembler
primer boxer
primer charger
primer expeditor and drier
primer inspector
primer supervisor
primer-charging tool setter
primer-inserting-machine adjuster
primer-inserting-machine operator
primer-powder blender, dry
primer-powder blender, wet
primer-waterproofing-machine adjuster
primer-waterproofing-machine operator
priming-mixture carrier
priming-powder-premix blender
principal
print controller
print developer, automatic
print inspector
print washer
print-line feeder
print-line inspector
print-line operator
print-line tailer
print-shop helper
printed circuit board assembler, hand
printed circuit board assembly repairer
printed circuit board component tester, chemical
printed circuit board component tester, pre-assembly
printed circuit board inspector, pre-assembly
printed circuit designer
printer
printer operator, black-and-white
printer, floor covering
printer, floor covering, assistant
printer, machine
printer, plastic
printer-slotter helper
printer-slotter operator
printing screen assembler
printing-machine operator, folding rules
printing-machine operator, tape rules
printing-roller handler
printing-roller polisher
printmaker
prisoner-classification interviewer
private-branch-exchange installer
private-branch-exchange repairer
private-branch-exchange service adviser
prize coordinator
prizer
probe test equipment technician, semiconductor wafers
process checker
process controller
process inspector
process server
process-area supervisor
process-machine operator
processor
processor helper
processor, grain
processor, instant potato
processor, solid propellant
proctologist
procurement clerk
procurement engineer
produce weigher
producer
product tester, fiberglass
product-safety engineer
production assembler
production assistant
production clerk
production coordinator
production engineer
production engineer, track
production hardener
production helper
production machine tender
production manager, advertising
production manager, reproduction
production planner
production proofreader
production scheduler, paperboard products
production supervisor
production supervisor, anhydrous ammonia
production supervisor, defluorinated phosphate
production technician, semiconductor processing equipment
production-machine tender
production-machine tender, glass cutting-or-grinding
production-supply-equipment tender
professional athlete
profile trimmer
profile-grinder technician
profile-saw operator
profile-shaper operator, automatic
profile-stitching-machine operator
profiler, hand
profiling-machine operator
profiling-machine set-up operator i
profiling-machine set-up operator ii
profiling-machine set-up operator, tool
program assistant
program coordinator
program proposals coordinator
program specialist, employee-health maintenance
programmer, engineering and scientific
programmer-analyst
programming equipment operator
progress clerk
progressive assembler and fitter
project engineer
project manager, environmental research
project-crew worker
projection printer
prompter
proof inspector
proof-coin collector
proof-machine operator
proof-machine-operator supervisor
proof-press operator
proof-technician helper
proofer, prepress
proofreader
proofsheet corrector
prop attendant
prop maker
propellant-charge loader
propellant-charge-zone assembler
property clerk
property coordinator
property custodian
property-assessment monitor
property-disposal officer
propulsion-motor-and-generator repairer
prospecting driller
prospector
prosthetics assistant
prosthetics technician
prosthetist
prosthodontist
protection engineer
protective officer
protective-clothing issuer
protective-signal installer
protective-signal operator
protective-signal repairer
protective-signal superintendent
protective-signal-installer helper
protective-signal-repairer helper
protector-plate attacher
prototype-deicer assembler
psychiatric aide
psychiatric technician
psychiatrist
psychic reader
psychologist, chief
psychologist, counseling
psychologist, developmental
psychologist, educational
psychologist, engineering
psychologist, experimental
psychologist, industrial-organizational
psychologist, school
psychologist, social
psychometrist
public health educator
public health physician
public-address servicer
public-health dentist
public-health microbiologist
public-relations representative
public-safety officer
puff ironer
pug-mill operator
pug-mill-operator helper
pull-out operator
puller and laster, machine
puller over, machine
puller, machine
puller-through
pulley maintainer
pulley-mortiser operator
pulmonary-function technician
pulp grinder and blender
pulp piler
pulp-and-paper tester
pulp-drier firer
pulp-press tender
pulp-refiner operator
pulper
pulper tender
pulper, synthetic soil blocks
pulverizer
pulverizer-mill operator
pulverizing-and-sifting operator
pump erector
pump installer
pump mechanic
pump operator, byproducts
pump servicer
pump tender, cement based materials
pump tester
pump-press operator
pump-servicer helper
pump-servicer supervisor
pump-station operator, waterworks
pumper
pumper helper
pumper, brewery
pumper, head
pumper-gauger
pumper-gauger apprentice
punch press operator
punch-press operator
punch-press operator i
punch-press operator ii
punch-press operator iii
punch-press operator, automatic
punch-press setter
punchboard assembler i
punchboard assembler ii
punchboard-filling-machine operator
puncher
puppeteer
purchase-price analyst
purchasing agent
purchasing-and-claims supervisor
purification operator i
purification operator ii
purification-operator helper
push-connector assembler
pusher operator
put-in-beat adjuster
putty glazer
putty mixer and applier
putty tinter-maker
puzzle assembler
pyridine operator
quality assurance analyst
quality assurance coordinator
quality assurance group leader
quality assurance monitor
quality assurance supervisor
quality control checker, texturing process
quality control engineer
quality control inspector
quality control technician
quality technician, fiberglass
quality-control checker
quality-control clerk
quality-control coordinator
quality-control inspector
quality-control supervisor
quality-control technician
quality-control technician, inked ribbons
quality-control tester
quarry plug-and-feather driller
quarry supervisor, dimension stone
quarry supervisor, open pit
quarry worker
quartermaster
quick sketch artist
quill-buncher-and-sorter
quiller operator
quilling-machine operator, automatic
quilt stuffer
quilt stuffer, machine
quilter fixer
quilting-machine operator
rabble-furnace tender
racing secretary and handicapper
rack loader
rack loader i
rack-room worker
racker
racker, octave board
racker, silk-screen printing
racket stringer
radial-arm-saw operator
radiation-protection engineer
radiation-protection specialist
radiation-therapy technologist
radio interference investigator
radio mechanic
radio repairer
radio-message router
radioactivity-instrument maintenance technician
radioisotope-production operator
radiologic technologist
radiologic technologist, chief
radiological-equipment specialist
radiologist
radiopharmacist
radius corner machine operator
rafter
rafter-cutting-machine operator
rag inspector
rag sorter and cutter
rag-cutting-machine feeder
rag-cutting-machine tender
rail-flaw-detector operator
rail-tractor operator
railroad engineer
railroad wheels and axle inspector
railroad-car inspector
railroad-car letterer
railroad-car-truck builder
railroad-maintenance clerk
railway-equipment operator
raised printer
raker
raker, buffing wheel
ram-press operator
range manager
rasper
rate analyst, freight
rate clerk, passenger
rate reviewer
rate supervisor
rater
rater, travel accommodations
raveler
raw sampler
raw shellfish preparer
raw-cheese worker
raw-juice weigher
raw-silk grader
raw-stock-drier tender
raw-stock-machine loader
rawhide-bone roller
reactor operator, test-and-research
reader
reagent tender
reagent tender helper
real-estate clerk
reamer, center hole
reamer, hand
reaming-machine tender
rebrander
receipt-and-report clerk
receiver, fermenting cellars
receiver-dispatcher
receiving checker
receiving-barn custodian
receptionist
receptionist, airline lounge
reclamation kettle tender, metal
reclamation supervisor
reclamation worker
reconnaissance crewmember
reconsignment clerk
record clerk
record-changer assembler
record-changer tester
record-press tender
recorder
recording studio set-up worker
recordist
recordist, chief
records-management analyst
recovery operator
recovery-operator helper
recreation-facility attendant
recreational therapist
recruit instructor
recruiter
rectification printer
red-lead burner
redeye gunner
redrying-machine operator
reducing-machine operator
reducing-salon attendant
reduction-furnace operator
reduction-furnace-operator helper
reduction-plant supervisor
redye hand
reed maker
reed repairer
reed-press feeder
reel assembler
reel-blade-bender furnace tender
reeler
reeling-machine operator
referral clerk, temporary help agency
referral-and-information aide
refined-syrup operator
refiner
refinery operator
refinery operator helper
refinery operator, assistant
refining-machine operator
reflow operator
refractory mixer
refractory-grinder operator
refrigerating engineer
refrigerating engineer, head
refrigeration mechanic
refrigeration unit repairer
refrigeration-mechanic helper
refrigerator glazier
refrigerator tester
regenerator operator
register repairer
registered representative
registrar
registrar, college or university
registrar, museum
registration clerk
registration specialist, agricultural chemicals
regulator inspector
regulatory administrator
rehabilitation clerk
reinforcing-metal worker
reinforcing-steel-machine operator
reinspector
reinsurance clerk
reject opener
relay technician
relay tester
relay-record clerk
relay-shop supervisor
reliability engineer
relief-map modeler
relish blender
remelt-furnace expediter
remelter
remnant sorter
remnants cutter
rendering-equipment tender
renovator-machine operator
repack-room worker
repair operator
repair-order clerk
repairer
repairer helper
repairer i
repairer ii
repairer, art objects
repairer, assembled wood products
repairer, auto clocks
repairer, finished metal
repairer, general
repairer, gyroscope
repairer, handtools
repairer, heavy
repairer, kiln car
repairer, manufactured buildings
repairer, pens and pencils
repairer, probe test card, semiconductor wafers
repairer, recreational vehicle
repairer, shoe sticks
repairer, switchgear
repairer, typewriter
repairer, veneer sheet
repairer, welding equipment
repairer, welding systems and equipment
repairer, welding, brazing, and burning machines
repeat chief
repeat-photocomposing-machine operator
reporter
reports analyst
repossessor
representative, personal service
reproduction order processor
reproduction technician
reptile farmer
resaw operator
research assistant i
research associate
research engineer, marine equipment
research engineer, mining-and-oil-well equipment
research engineer, nuclear equipment
research mechanic
research subject
research worker, encyclopedia
research worker, social welfare
research-contracts supervisor
reservation clerk
reservations agent
reserve operator
reserves clerk
residence counselor
resin coater
resource-recovery engineer
respiratory therapist
respiratory-therapy aide
rest room attendant
restorer, ceramic
restorer, lace and textiles
restorer, paper-and-prints
restrictive-preparation operator
retirement officer
retort operator
retort unloader
retort-condenser attendant
retort-load expediter
retort-or-condenser press operator
retoucher, photoengraving
retread supervisor
return-to-factory clerk
returned-case inspector
returned-goods sorter
returned-item clerk
returned-telephone-equipment appraiser
revenue agent
reverser
reviewer
reviewing officer, driver's license
revising clerk
revival clerk
rewinder operator
reworker, printed circuit board
ribbon cutter
ribbon inker
ribbon winder
ribbon-hanking-machine operator
ribbon-lap-machine tender
rice cleaning machine tender
riddler operator
ride attendant
ride operator
riding-silks custodian
rigger
rigger apprentice
rigger helper
rigger supervisor
rigger, third
rigging slinger
rigging supervisor
rim-fire-priming operator
rim-fire-priming tool setter
rim-turning finisher
ring conductor
ring maker
ring stamper
ring-making-machine operator
ring-rolling-machine operator
rip-and-groove-machine operator
ripening-room attendant
ripper
ripsaw operator
river
rivet heater
rivet-hole puncher
riveter
riveter helper
riveter, hand
riveter, hydraulic
riveter, pneumatic
riveter, portable pinch
riveting machine operator, automatic
riveting-machine operator
riveting-machine operator i
riveting-machine operator ii
road supervisor
road supervisor of engines
road-mixer operator
road-oiling-truck driver
road-roller operator
roadability-machine operator
roaster, grain
robotic machine operator
rock breaker
rock splitter
rock-drill operator i
rock-drill operator ii
rock-dust sprayer
rocket-engine-component mechanic
rocket-motor mechanic
rocket-test-fire worker
rod tape operator
rod-and-tube straightener
rod-mill tender
rod-puller and coiler
rodding machine tender
rodding-anode worker
rodeo performer
roll builder
roll coverer, burlap
roll cutter
roll examiner
roll finisher
roll grinder
roll inspector
roll operator
roll operator i
roll reclaimer
roll tender
roll turner
roll-forming-machine operator i
roll-forming-machine operator ii
